,Word,valence,arrousal
12875,tuberculosis,2.74,4.48
12876,tubing,5.11,3.62
12877,tuck,4.89,3.4
12878,tug,4.47,4
12879,tugboat,5.57,3.05
12880,tuition,3.53,4.41
12881,tulip,7.25,3.4
12882,tumble,5.65,4.9
12883,tumbleweed,5.67,3.25
12884,tummy,6.05,3.78
12885,tumor,2.05,5.33
12886,tuna,5.26,4.14
12887,tune,7,3.73
12888,tunic,5.79,3.79
12889,tunnel,4.48,4.09
12890,turban,4.23,4.13
12891,turbine,4.65,5.47
12892,turbo,5.95,5.62
12893,turbulence,2.95,6.45
12894,turbulent,4.17,5.9
12895,turd,2.5,4.59
12896,turf,4.62,3.95
12897,turkey,5.9,3.45
12898,turmoil,3.65,5.94
12899,turn,5.45,3.48
12900,turnaround,5.55,3.43
12901,turnip,4.63,3.32
12902,turnoff,2.85,4.26
12903,turnout,5.23,4.26
12904,turnover,4.84,4.14
12905,turnpike,4.89,3.55
12906,turpentine,4.05,4.1
12907,turquoise,6.5,4.5
12908,turret,4.55,4.81
12909,turtle,6.16,2.52
12910,turtleneck,5.05,3.41
12911,tussle,4,5
12912,tutor,5.9,2.81
12913,tutoring,5.95,3.35
12914,tutu,6.19,4.15
12915,tux,5.91,4.65
12916,tuxedo,6.24,4.33
12917,tv,6.05,4.24
12918,TV,5.42,4.29
12919,twain,5.63,3.28
12920,twat,4.32,5.39
12921,tweak,5.21,4.7
12922,tweed,4.18,4.09
12923,tweet,5.37,3.39
12924,tweezers,4.63,4.64
12925,twelve,5.32,3.42
12926,twenty,6.25,3.67
12927,twerp,4.25,4.23
12928,twig,5.47,3.18
12929,twilight,6.24,4.2
12930,twin,5.81,3.95
12931,twine,5.35,3.24
12932,twinge,4.29,4.35
12933,twinkle,6.26,3.72
12934,twirl,6.1,5.05
12935,twist,4.61,4.27
12936,twister,4.25,6
12937,twit,4,4.32
12938,twitch,4.26,5.95
12939,twitchy,3.75,5
12940,two,6.3,3.33
12941,two step,5.95,3.55
12942,twosome,6.52,5.2
12943,tycoon,4.74,4.3
12944,tyke,5.7,3.83
12945,type,6.06,2.86
12946,typewriter,5.44,2.4
12947,typhoid,2.55,4.62
12948,typhoon,3.62,5.82
12949,typical,4.58,3.37
12950,typist,5.3,4.14
12951,typo,4.1,4
12952,tyranny,3.19,5.45
12953,tyrant,2.9,5.27
12954,ubiquitous,5.05,3.81
12955,ugliness,2.75,4.43
12956,ugly,2.47,4.43
12957,ukulele,5.26,4.52
12958,ulcer,2.7,4.76
12959,ulterior,4.29,4.71
12960,ultimate,5.74,5.1
12961,ultimatum,3.65,5.18
12962,ultrasound,5.14,5.15
12963,ultraviolet,5.8,3.71
12964,umbilical,5.52,3.36
12965,umbrella,5.84,3.5
12966,umpire,4.19,4.57
12967,umpteen,4.95,3.86
12968,unable,2.96,3.61
12969,unacceptable,3.29,4.43
12970,unaccounted,4.1,4.22
12971,unaffected,4.84,3.32
12972,unafraid,6.43,3.38
12973,unanimous,5.55,4.24
12974,unannounced,3.5,5.05
12975,unanswered,3.1,3.72
12976,unappreciated,2.65,5
12977,unarmed,3.74,3.64
12978,unattached,4.79,3.86
12979,unattainable,2.75,4.48
12980,unattended,3.76,3.68
12981,unattractive,2.37,4.3
12982,unauthorized,4.11,4.39
12983,unavailable,3.52,3.85
12984,unavoidable,4.14,4.32
12985,unaware,3.89,4.1
12986,unbalanced,3.1,4.74
12987,unbearable,2.1,5.76
12988,unbeatable,5.53,5.25
12989,unbecoming,3.32,4.73
12990,unbelievable,5.57,5.4
12991,unborn,4.86,5.28
12992,unbreakable,6.58,4.1
12993,unbridled,4.63,4.45
12994,unbutton,5,5.95
12995,uncalled,3.86,3.3
12996,uncanny,5,4.71
12997,uncertain,3.6,4.45
12998,uncertainty,3.3,5.27
12999,unchanged,5,2.68
13000,uncharted,5.44,5.1
13001,uncivilized,3.79,4.95
13002,uncle,6.5,4.05
13003,unclean,2.95,4.12
13004,unclear,3.67,4.19
13005,uncomfortable,2.7,5.5
13006,uncommon,5.35,3.2
13007,uncomplicated,6.33,3.58
13008,uncompromising,3.95,5.17
13009,unconditional,6.6,4.1
13010,unconfirmed,4.72,4.43
13011,unconscious,3.81,4.55
13012,uncontrollable,3.84,5.81
13013,unconventional,5.71,4.8
13014,uncooperative,2.86,4.8
13015,uncouth,3.79,4.14
13016,uncover,4.89,3.55
13017,uncut,4.84,3.61
13018,undead,3.64,5.27
13019,undefeated,6.21,4.32
13020,undeniable,5.4,3.5
13021,underage,4.1,3.76
13022,underbelly,4.42,3.74
13023,undercover,5.58,3.73
13024,underdog,5.1,5.38
13025,underestimate,4.35,4.48
13026,undergo,3.9,3.88
13027,undergraduate,5,3.95
13028,underground,4.7,4.24
13029,underhanded,3.53,4.33
13030,underlay,4.64,3.05
13031,underlying,4.87,4.7
13032,undermine,3.05,4.21
13033,underpants,5.18,5.08
13034,underprivileged,3,3.89
13035,underrated,5.53,4.64
13036,undersea,6.38,4.45
13037,undersecretary,4.71,2.86
13038,understaffed,4.14,3.95
13039,understand,6.68,3.52
13040,understandable,6.5,3.48
13041,understanding,7.14,3.09
13042,understatement,5.42,4.61
13043,understudy,5,4.13
13044,undertake,4.21,4.22
13045,undertaker,3.86,3.82
13046,undertaking,4.74,3.28
13047,undertow,4.05,4.46
13048,underwear,5.35,4.46
13049,underworld,3.94,5.14
13050,undesirable,3,4
13051,undetectable,5,4.3
13052,undetected,4.68,3.77
13053,undetermined,3.67,3.7
13054,undignified,3.25,4.41
13055,undiscovered,6,3.83
13056,undisputed,5.58,4.13
13057,undisturbed,6.4,2.59
13058,undivided,5.79,3.52
13059,undo,5.35,3.52
13060,undress,6.14,5.96
13061,undressed,6,5.35
13062,undue,4.05,3.53
13063,undying,5.35,4.75
13064,uneasy,2.86,4.48
13065,uneducated,3,3.9
13066,unemployed,2.67,5.26
13067,unemployment,2.32,5.59
13068,unending,3.16,4.36
13069,unethical,2.19,4.25
13070,uneven,4.45,3.43
13071,uneventful,4.58,2.56
13072,unexpected,4.68,5.1
13073,unexplainable,5,3.94
13074,unexplained,4.6,4.86
13075,unexplored,5.77,5.86
13076,unfair,3.15,3.75
13077,unfaithful,2.33,5.59
13078,unfamiliar,4.14,5.18
13079,unfeeling,2.79,3.61
13080,unfinished,4.24,3.36
13081,unfit,2.95,3.77
13082,unfold,4.23,3.87
13083,unforeseen,4.5,4
13084,unforgettable,6.73,5.84
13085,unforgivable,2.33,6.25
13086,unforgiving,2.41,4.81
13087,unfortunate,3.33,3.52
13088,unfounded,4.18,3.96
13089,unfreeze,4.29,3.41
13090,unfriendly,2.3,4.05
13091,unglued,4.1,4.12
13092,ungodly,3.5,5.27
13093,ungrateful,2.68,4.71
13094,unguarded,4.45,4.33
13095,unhand,4.11,3.78
13096,unhappiness,1.89,4.41
13097,unhappy,1.84,5.1
13098,unharmed,6.78,2.45
13099,unhealthy,2.55,4.36
13100,unheard,4.16,3.18
13101,unholy,4.08,5.16
13102,unhook,4.55,3.31
13103,unicorn,6.86,5.14
13104,unidentified,4.52,4.89
13105,unification,6.1,4.33
13106,unified,6.42,3.57
13107,uniform,4.37,3.55
13108,uniformed,4.42,4.25
13109,unimaginable,4.23,4.65
13110,unimportant,4.42,3.52
13111,uninhabited,5.45,3.56
13112,unintelligible,3.6,3.81
13113,unintentional,5.25,3.52
13114,uninterrupted,5.35,3.32
13115,uninvited,3.35,4.38
13116,union,5.85,4.05
13117,unique,7.32,4
13118,unisex,5.78,4.95
13119,unison,5.76,3.43
13120,unit,5.29,3.33
13121,unite,6.4,3.19
13122,unity,6.67,4.8
13123,universal,6.59,4.87
13124,universe,6.81,3.91
13125,university,6.95,4.24
13126,unjust,3.16,6.33
13127,unkind,2.55,4.24
13128,unknown,4.85,4.71
13129,unlawful,2.73,4.46
13130,unleash,4.6,5.14
13131,unlikely,3.85,3.82
13132,unlimited,6.16,4.52
13133,unlisted,4.21,3.73
13134,unload,5.21,3.24
13135,unlock,5.55,3.2
13136,unlucky,2.7,4.62
13137,unmanned,5.28,3.33
13138,unmarked,5.5,2.77
13139,unmarried,4.72,5.32
13140,unmistakable,6.1,4.33
13141,unmitigated,4.75,4.19
13142,unnamed,4.38,4.05
13143,unnatural,4.53,5.52
13144,unnecessary,4.62,3.79
13145,unnoticed,4.32,3.28
13146,unofficial,4.45,3.59
13147,unopened,5.63,3.32
13148,unorthodox,5.38,3.45
13149,unpack,5.29,2.9
13150,unpaid,2.58,5.62
13151,unparalleled,5.37,3.85
13152,unpleasant,2.53,4.73
13153,unpleasantness,2.59,4.36
13154,unplug,4.8,3.25
13155,unplugged,4.29,3.25
13156,unpopular,2.95,4.25
13157,unprecedented,5.29,4.32
13158,unpredictable,4.52,4.8
13159,unprepared,3.11,5.09
13160,unprofessional,2.71,4.71
13161,unprotected,3.48,5.35
13162,unprovoked,4.95,3.62
13163,unpunished,4.5,5.27
13164,unqualified,3.48,4.67
13165,unquote,5.21,3
13166,unravel,4.39,4.16
13167,unreachable,3,3.4
13168,unreal,4.57,4.9
13169,unrealistic,3.55,4.39
13170,unreasonable,3.85,5
13171,unrelated,4.53,3.18
13172,unrelenting,3.53,4.86
13173,unreliable,2.74,4.29
13174,unremarkable,4.42,3.52
13175,unrequited,3.79,4.23
13176,unresolved,3.05,4.61
13177,unresponsive,2.95,3.94
13178,unrest,2.63,4.91
13179,unromantic,2.74,3.55
13180,unruly,3.39,4.41
13181,unsafe,2.84,5.17
13182,unsanitary,1.79,4.95
13183,unsatisfied,2.81,4.61
13184,unsavory,3.05,4.35
13185,unscheduled,3.74,5.14
13186,unscrew,4.94,3.2
13187,unscrupulous,3.2,4.67
13188,unseen,4.38,4.3
13189,unselfish,6.84,3.3
13190,unsolicited,4,3.73
13191,unsolved,4,5.48
13192,unsound,4.55,4.05
13193,unspeakable,3.8,3.9
13194,unspoken,5.63,3.55
13195,unstable,3.43,5.05
13196,unstoppable,5.84,4.82
13197,unsuccessful,2.33,3.36
13198,unsuitable,4,4
13199,unsupervised,5.55,4.36
13200,unsure,3.37,4.55
13201,unsuspecting,3.95,3.55
13202,unsympathetic,3.35,4.3
13203,untamed,5.89,4.3
13204,unthinkable,4,4.32
13205,untidy,3.58,3.67
13206,untie,4.95,2.8
13207,untimely,3.53,4.4
13208,untold,4.95,4.7
13209,untouchable,4.25,4.7
13210,untouched,5.24,3.52
13211,untraceable,4.85,3.62
13212,untrained,3.95,4.57
13213,untroubled,6.21,3.02
13214,untrue,3.45,4.14
13215,untrustworthy,2.67,4.8
13216,unturned,4.91,3.84
13217,unused,4.75,3
13218,unusual,5.81,4.15
13219,unveil,5.61,3.89
13220,unwanted,2.71,5.1
13221,unwed,4.8,4.52
13222,unwelcome,3.5,4.39
13223,unwell,3.25,4
13224,unwilling,3.25,4.64
13225,unwind,5.9,3.62
13226,unwise,3.84,4.52
13227,unworthy,2.79,4.24
13228,unwrap,5.48,4.29
13229,unwritten,4.21,3.24
13230,unzip,5.32,4.22
13231,upbeat,7.14,4.92
13232,upbringing,6.32,4.27
13233,upcoming,6.63,4.5
13234,update,5.85,3.89
13235,upgrade,7.11,4.14
13236,uphold,5.25,3.89
13237,upholstery,5.32,3.12
13238,upkeep,5.14,4.44
13239,uplifting,6.95,4.7
13240,uplink,5.35,4.05
13241,upload,6.6,3.6
13242,upper,5.7,3.52
13243,uppercut,4.55,5.48
13244,uppity,4.65,4.74
13245,upright,5.11,3.29
13246,uprising,4.33,5.65
13247,uproar,4.21,5.48
13248,upscale,5.45,3.82
13249,upset,2.45,4.49
13250,upstanding,6.05,3.3
13251,upstart,4.6,4.45
13252,uptight,3.16,4.09
13253,upward,5.81,4.43
13254,uranium,4.1,3.96
13255,urban,4.95,4.41
13256,urchin,4.73,4
13257,urge,5.11,5.29
13258,urgency,5.05,6.25
13259,urgent,4.21,5.71
13260,urinal,2.8,3.62
13261,urinate,4.14,3.95
13262,urination,3.62,4.4
13263,urine,2.9,4.38
13264,urn,3.37,2.9
13265,usable,5.58,3.43
13266,usage,5.1,2.5
13267,use,5.18,4.19
13268,useful,7.1,3.82
13269,usefulness,5.4,4.5
13270,useless,2.8,4.39
13271,user,3.67,3.21
13272,usher,5.39,3.95
13273,usual,5.48,3.2
13274,utensil,5.36,2.95
13275,uterus,4.79,4.82
13276,utility,4.82,4.22
13277,utilize,5.26,4.33
13278,utmost,6.81,3.1
13279,utter,4.76,3.9
13280,vacancy,5.05,3.68
13281,vacant,4.64,2.86
13282,vacate,4.1,4.9
13283,vacation,8.53,5.22
13284,vaccination,4.56,4.62
13285,vaccine,6.48,6.45
13286,vacuum,5.38,4.63
13287,vagabond,3.32,4.55
13288,vagina,6,5.83
13289,vaginal,5.67,5.71
13290,vagrancy,3.43,5.72
13291,vagrant,2.63,3.82
13292,vague,4.29,3.61
13293,valance,5.05,3.73
13294,vale,5.32,3
13295,valedictorian,6.32,4.43
13296,valentine,6.4,4.79
13297,valet,5.14,4.29
13298,valiant,6.21,4.9
13299,valid,6.05,4
13300,validate,6.5,4.05
13301,validation,5.7,4.2
13302,validity,5.38,2.73
13303,valium,4.64,2.67
13304,valley,6.22,2.7
13305,valor,5.57,3.67
13306,valuable,7.17,3.85
13307,valuables,5.91,5.05
13308,value,7.18,5.79
13309,valve,5.1,3.84
13310,vamoose,4.38,4.86
13311,vamp,5,5.3
13312,vampire,4.05,5.17
13313,van,4.43,4.35
13314,vandal,2.32,4.84
13315,vandalism,1.9,4.67
13316,vanguard,5.17,3.2
13317,vanilla,7.42,3.62
13318,vanish,3.86,5.05
13319,vanishing,3.56,4.74
13320,vanity,4.46,3.77
13321,vanquish,4.72,5.05
13322,vanquished,4.18,5.52
13323,vanquishing,5.29,4.4
13324,vantage,5.95,3.15
13325,vapor,4.68,3.24
13326,variable,5.29,3.65
13327,variation,5.53,3.9
13328,variety,6.41,5.16
13329,various,5.52,3.82
13330,varmint,3.65,4.56
13331,varnish,4.89,3.43
13332,varsity,5.36,3.55
13333,vary,4.5,3.59
13334,varying,5.35,5.3
13335,vascular,3.89,4.55
13336,vase,5.77,3.57
13337,vasectomy,4.83,5.79
13338,vassal,4.89,3.82
13339,vast,5.68,4.71
13340,vat,4.61,3.25
13341,vault,5.84,2.86
13342,veal,4.81,3.86
13343,vector,4.57,3.52
13344,veer,4.63,4.2
13345,vegan,4.42,3.11
13346,vegetable,6.79,3.75
13347,vegetarian,5.25,3.45
13348,vegetation,6.19,3.8
13349,vegetative,3.48,3.37
13350,veggie,6.47,3.09
13351,vehicle,6,4.68
13352,veil,5.42,3.83
13353,veiled,4.14,3.32
13354,vein,5.11,3.7
13355,velocity,5.59,5.74
13356,velour,5.65,4
13357,velvet,6.3,4.53
13358,vendetta,3.19,5.85
13359,vending,5.7,3.62
13360,vendor,5.29,3.82
13361,veneer,5.42,4.21
13362,venereal,2.95,4.58
13363,venetian,5.8,4
13364,vengeance,2.53,5.23
13365,vengeful,2.16,5.14
13366,venison,4.95,3.84
13367,venom,2.93,5.81
13368,venomous,2.9,7.21
13369,vent,5,4.06
13370,ventilation,6.44,2.7
13371,ventilator,3.9,4.05
13372,ventricle,4.9,3.14
13373,ventriloquist,5.32,5
13374,venture,5.33,5.55
13375,venue,5.37,4.18
13376,veranda,5.95,2.83
13377,verb,5.27,3.6
13378,verbal,5.29,3.76
13379,verdict,4.32,5.63
13380,verge,4.68,4.65
13381,verification,5.4,4.05
13382,verify,5.43,4.21
13383,veritable,5.15,3.77
13384,vermin,2.41,5.22
13385,vermouth,4.95,4.27
13386,vernacular,5.35,4.15
13387,versatile,6,3.59
13388,verse,6,3.65
13389,version,5.3,3.43
13390,vertebra,5.32,3.15
13391,vertical,5,4.32
13392,vertigo,4.48,3.71
13393,vessel,5.2,3.62
13394,vest,5.74,4.1
13395,vet,4.95,3.95
13396,veteran,6.86,4.16
13397,veterinarian,6.67,3.39
13398,veterinary,5.74,3.75
13399,veto,4.71,3.91
13400,viable,6,4.19
13401,vial,4.62,3.6
13402,vibe,5.81,4.35
13403,vibes,5.74,4.48
13404,vibrant,7.37,5.96
13405,vibrate,5.29,5.52
13406,vibration,5.53,5.36
13407,vibrator,5.73,5.95
13408,vicar,5.5,3.87
13409,vice,3.81,3.96
13410,Vice President,5.43,3.09
13411,viceroy,4.25,5.26
13412,vicinity,5.32,4.32
13413,vicious,2.63,6.05
13414,victim,2.05,5.37
13415,victorious,6.89,6.16
13416,victory,7.59,5.9
13417,video,6.64,4.8
13418,video game,6.3,6.56
13419,videotape,5.68,4.67
13420,view,6.67,3.3
13421,viewer,5.53,3.57
13422,viewing,5.58,3.4
13423,viewpoint,6.17,3.55
13424,vigil,5.35,3.1
13425,vigilance,5.67,3.64
13426,vigilant,5.95,5.19
13427,vigilante,4.75,5.18
13428,vigor,5.95,6.35
13429,vigorous,5.75,5.63
13430,vile,2.21,5.48
13431,villa,6.44,2.9
13432,village,5.95,3.4
13433,villain,3,4.91
13434,vindication,5.52,4.61
13435,vindictive,3.24,4.64
13436,vine,6.39,2.7
13437,vinegar,5.33,3.55
13438,vineyard,6.84,3
13439,vintage,6.67,4.35
13440,vinyl,5.2,3.39
13441,viola,6.2,4.65
13442,violate,2.61,5.76
13443,violation,2.29,4.52
13444,violence,2.71,5.95
13445,violent,2.26,6.3
13446,violet,6.36,4.09
13447,violin,6.56,3.41
13448,violinist,6.45,3.38
13449,viper,4.58,5.17
13450,viral,3.33,5.52
13451,virgin,5.56,4.58
13452,virginal,5,4.67
13453,virginity,6.33,5.14
13454,virility,5.91,4.14
13455,virtual,6.1,4.24
13456,virtue,6.7,4.55
13457,virtuoso,6.68,5.38
13458,virtuous,6.85,5.1
13459,virus,1.71,4.61
13460,visa,5.74,4.33
13461,visibility,6,3.09
13462,visible,5.76,4.15
13463,vision,6.79,3.18
13464,visionary,6.6,4.48
13465,visit,6.56,3.9
13466,visitation,5.4,4.17
13467,visitor,5.27,4
13468,visor,5.26,3.14
13469,visual,6,4.43
13470,visualize,6.58,4.36
13471,vital,5.84,5.15
13472,vitality,6.32,4.71
13473,vitals,5.06,4.8
13474,vitamin,6.24,3.38
13475,viva,5.42,4.19
13476,vivid,6.41,5.26
13477,vixen,4.7,5.09
13478,vocabulary,5.5,3.6
13479,vocal,5.81,3.91
13480,vocation,5.52,4.54
13481,vodka,5.68,5.23
13482,vogue,5.61,3.91
13483,voice,6.5,3.25
13484,voicemail,4.55,3.83
13485,void,4.65,3.95
13486,volatile,3.45,5.35
13487,volcanic,4.67,5.6
13488,volcano,4.59,6.7
13489,volley,5.43,3.55
13490,volleyball,6.27,4.55
13491,voltage,4.96,5.36
13492,volume,5.25,5
13493,volumes,6,3.43
13494,voluntary,5.76,3.95
13495,volunteer,7.35,3.95
13496,voluptuous,7.1,5.29
13497,vomit,1.98,4.82
13498,voodoo,4.15,5.57
13499,vortex,5.67,4.59
13500,vote,5.24,5.05
13501,voter,4.85,4.75
13502,vouch,5.83,3.58
13503,voucher,5.67,4.4
13504,vow,6.6,4.21
13505,vowel,5,3.14
13506,voyage,6.5,5.9
13507,voyeur,4.32,4.65
13508,vulgar,3.3,5.53
13509,vulnerability,3.42,4.65
13510,vulnerable,3.57,4.5
13511,vulture,3.23,5
13512,wacko,3.89,5.32
13513,wacky,6.05,4.48
13514,wad,4.16,4.11
13515,waddle,4.7,3.44
13516,waffle,6.75,4.5
13517,wag,5.84,4.67
13518,wage,6,3.43
13519,wager,4.68,4.75
13520,wagon,5.21,3.1
13521,wail,3.52,5.81
13522,waist,5.32,4
13523,waistline,4.9,4.62
13524,wait,4.55,3.62
13525,waiter,5.05,3.05
13526,waitress,5.1,3.5
13527,waive,5.53,3.14
13528,waiver,5.6,2.95
13529,wake,6.57,3.8
13530,walk,6.77,3.24
13531,walkout,4.11,4.06
13532,wall,5.06,2.9
13533,wallaby,5.9,2.91
13534,wallet,6,4.25
13535,wallflower,5.58,2.91
13536,wallop,4.05,3.5
13537,wallow,4.33,4.3
13538,wallpaper,5.38,2.81
13539,walnut,6.39,2.81
13540,walrus,5.79,3.95
13541,waltz,5.79,3.58
13542,wand,5.42,4
13543,wander,5.9,3.41
13544,wanderer,5.68,3.82
13545,wannabe,3.25,5.05
13546,want,6,5.29
13547,wanton,5.24,3.15
13548,war,2.23,6.27
13549,ward,4.43,3.28
13550,warden,3.5,4.91
13551,wardrobe,6.09,5.16
13552,warehouse,4.43,3.57
13553,warfare,3.14,6.5
13554,warhead,3.45,6.43
13555,warlock,3.9,5.55
13556,warlord,2.95,5.57
13557,warm,7.5,3.35
13558,warmth,7.53,4.33
13559,warn,4.9,4.65
13560,warning,3.48,6.25
13561,warp,5.6,5.4
13562,warpath,3.5,6.72
13563,warped,4.5,4.48
13564,warrant,3.23,5.61
13565,warranty,5.5,2.86
13566,warrior,5.5,5.94
13567,warship,3.52,4.39
13568,wart,2.67,2.79
13569,wartime,2.79,5.43
13570,wary,3.9,3.96
13571,wash,6,3.7
13572,washer,5.16,2.9
13573,washout,3.7,3.52
13574,washroom,4.9,2.83
13575,wasp,2.71,5.33
13576,waste,2.61,4.04
13577,wastebasket,4.67,4.15
13578,wasteful,2.85,3.55
13579,wasteland,3.05,4.4
13580,watch,5.45,3.37
13581,watchdog,5.09,5.33
13582,watcher,5.21,4.81
13583,watchman,5.16,4.45
13584,watchtower,4.67,3.7
13585,water,7,3.71
13586,water polo,5.52,3.45
13587,waterbed,5.8,3.18
13588,waterfall,7.79,4.35
13589,waterfront,7.5,3.77
13590,watering can,6.11,3
13591,watermelon,6.75,4.64
13592,waterproof,5.8,3.78
13593,waterworks,5.4,3.6
13594,watery,4.79,3.24
13595,wave,6.32,4.19
13596,wavelength,6.05,3.44
13597,waver,5.18,3.84
13598,wavy,6.32,2.5
13599,wax,4.68,3.64
13600,waxed,5.23,5.37
13601,way,5.91,2.9
13602,wayward,5.9,4.21
13603,weak,2.95,4.9
13604,weaken,3.3,4.19
13605,weakling,3.55,4.21
13606,weakness,3.24,4.43
13607,wealth,7.33,5.24
13608,wealthy,6.37,5.3
13609,weapon,3.95,6.27
13610,weaponry,3.71,6.09
13611,wear,6.36,3.33
13612,wearer,5.21,3.86
13613,weary,3.25,2.9
13614,weasel,3.71,4.92
13615,weather,6.05,4.21
13616,weatherman,4.63,2.89
13617,weave,5.41,3.1
13618,web,5.68,4.14
13619,website,6.76,3.58
13620,wed,6.79,4.95
13621,wedded,6.9,4.14
13622,wedding,7.35,5.32
13623,wedge,4.74,3.24
13624,wedlock,5.74,4.45
13625,wee,5.95,3.3
13626,weed,4.65,4.78
13627,weeds,4.6,4.32
13628,week,5.27,3.33
13629,weekday,4.62,3.68
13630,weekend,7.17,5.81
13631,weekly,5.43,2.86
13632,weenie,3.86,3.88
13633,weep,2.88,4
13634,weeping willow,6.53,3.7
13635,weepy,3.05,4
13636,weigh,4.32,4.14
13637,weight,3.91,4.05
13638,weird,5.09,4.29
13639,weirdness,4.82,4.56
13640,weirdo,5.19,4.9
13641,welcome,7.27,3.76
13642,weld,4.95,4.62
13643,welder,5.57,3.8
13644,welding,5.47,3.7
13645,welfare,3.58,4.32
13646,wellness,7.67,4.56
13647,welsh,4.53,4
13648,wench,4.52,4.06
13649,werewolf,3.85,5
13650,west,5.72,3.05
13651,westbound,5.18,4.74
13652,western,5.35,4.48
13653,wet,5.64,5
13654,wetback,2.75,3.67
13655,whack,4.14,3.71
13656,whale,5.81,4.2
13657,whaling,3.26,3.2
13658,whammy,4.95,5.75
13659,wharf,5.24,3.65
13660,whatnot,5.48,2.59
13661,wheat,4.95,3.94
13662,wheel,5.9,4
13663,wheel barrow,5.48,3.05
13664,wheelbarrow,5.17,3.1
13665,wheelchair,3.64,3.74
13666,wheeze,3.67,4.24
13667,whelp,4.89,4.14
13668,whereabouts,5.05,3.87
13669,whiff,4.79,5.05
13670,whim,6.16,4.05
13671,whimper,3.9,4.29
13672,whimsical,6.65,4.77
13673,whimsy,5.52,3.81
13674,whine,2.82,3.62
13675,whiny,3.2,4.24
13676,whip,3.6,5.1
13677,whiplash,2.42,5.36
13678,whirl,5.45,4.57
13679,whirlpool,5.8,5.35
13680,whirlwind,4.62,6.05
13681,whisk,5.74,4.48
13682,whiskers,6,4.61
13683,whiskey,5.55,5.62
13684,whisper,6.14,4.1
13685,whistle,5.7,3.94
13686,whit,5.48,4.05
13687,white,6.18,3.35
13688,whitefish,5.1,2.67
13689,whitewash,4.48,2.87
13690,whittle,5.45,2.84
13691,whiz,6.48,3.92
13692,whole,5.86,3.48
13693,wholesale,6.33,3.48
13694,wholesome,6.9,4.18
13695,whopper,5.55,4.39
13696,whopping,5,4
13697,whore,2.7,6.29
13698,whorehouse,3.38,5.52
13699,wicked,2.63,5.86
13700,wickedness,2.86,6
13701,wicker,4.79,3.06
13702,wide,4.58,3.05
13703,widen,5,3.46
13704,widespread,5.11,4.05
13705,widow,2.28,3.5
13706,widowed,3.05,4.78
13707,widower,2.26,2.83
13708,width,5.43,3.73
13709,wield,4.82,4.53
13710,wiener,4.74,4.94
13711,wienie,4.52,3.84
13712,wife,6.7,4.21
13713,wig,4.48,3.36
13714,wiggle,5.57,5.04
13715,wiki,5.85,3.64
13716,wild,5.94,5.9
13717,wildcat,5.21,5.2
13718,wildebeest,5.21,4.11
13719,wilderness,6.68,4.85
13720,wildfire,2.7,5.9
13721,wildlife,7.75,5.67
13722,will,5.32,2.9
13723,willful,5.91,3.71
13724,willies,4.45,4.57
13725,willing,6.83,2.76
13726,willingness,6.43,4.25
13727,willow,5.95,2.78
13728,willpower,6.79,5.22
13729,wilt,3.42,3.24
13730,wily,4.58,4.71
13731,wimp,3.05,2.38
13732,wimpy,2.76,3.95
13733,win,6.97,5.61
13734,winch,4.05,3.9
13735,wind,5.67,3.7
13736,windbag,3.46,3.76
13737,windmill,6.17,3.52
13738,window,6.47,3.27
13739,windowsill,6.05,2.5
13740,windpipe,3.95,3.73
13741,windshield,5.4,4.75
13742,windy,6,4.23
13743,wine,5.85,4.24
13744,wine cooler,6.05,3.45
13745,wing,6.15,4.32
13746,winged,5.9,3.87
13747,winger,4.95,2.7
13748,wingman,5.14,3.9
13749,wink,6.62,4.75
13750,winner,7.86,6.53
13751,winnings,7.85,6.55
13752,wino,3.05,3.25
13753,winter,5.5,2.77
13754,wintertime,5.95,3.76
13755,wipe,4.58,3.54
13756,wiper,4.25,2.62
13757,wire,4.86,4.2
13758,wireless,6.9,4.05
13759,wiretap,2.95,5.23
13760,wiring,5.05,3.75
13761,wisdom,7.94,3.77
13762,wise,7.42,4.46
13763,wish,7.14,3.38
13764,wishbone,6.2,4
13765,wishful,6.84,4.4
13766,wisp,5.13,3.59
13767,wit,7.25,4.71
13768,witch,3.14,5.3
13769,witchcraft,3.95,5.24
13770,withdraw,4.11,3.95
13771,withdrawal,4.45,4.32
13772,wither,2.95,3.3
13773,withering,3.7,4.38
13774,withhold,3.7,3.47
13775,withholding,3.11,4.14
13776,withstand,5.95,4.21
13777,witless,3,4.39
13778,witness,5.61,3.67
13779,witty,7.25,5.65
13780,wiz,6.1,4.23
13781,wizard,6.52,4.09
13782,wobble,4.9,3.5
13783,wobbly,4.71,4.77
13784,woe,3.38,4.71
13785,wok,5.84,3.55
13786,wolf,6.26,5.25
13787,wolverine,5.39,5.17
13788,woman,7.09,3.8
13789,womanhood,5.89,4.74
13790,womanizer,3.32,4.86
13791,womb,5.7,2.8
13792,wonder,6.68,4.38
13793,wonderful,7.41,4.57
13794,wondrous,6.73,4.52
13795,wont,4.09,4.23
13796,woo,6.37,4.33
13797,wood,5.82,3.5
13798,wooden,5.27,4
13799,woodland,6.43,2.46
13800,woodpecker,5.76,4.48
13801,woodshed,4.8,3.44
13802,woodsman,5.06,3.27
13803,woodwork,6.14,3.56
13804,woof,6.76,5.15
13805,wool,5.38,2.58
