,Word,valence,arrousal
7493,massacre,1.77,6.68
7494,massage,7.16,3.88
7495,masses,4.41,4.11
7496,masseur,5.73,4.68
7497,masseuse,6.61,4.09
7498,massive,5.18,5.79
7499,mast,4.85,3.71
7500,master,5.72,4.4
7501,masterful,6.72,4.38
7502,mastermind,5.15,5.58
7503,masterpiece,7.14,4.7
7504,mastery,6.55,5.68
7505,masturbate,5.65,6.42
7506,masturbation,5.89,6.3
7507,mat,5,2.86
7508,matador,5,4.35
7509,match,5.61,3.05
7510,matchbook,5.05,3.65
7511,matching,6.3,3
7512,matchmaker,5.63,4
7513,mate,7.18,5.95
7514,material,5.71,3.74
7515,materialism,3.52,3.52
7516,materialistic,3.79,4.04
7517,materialize,5.75,3.95
7518,maternal,6.7,4.38
7519,maternity,5.76,4.83
7520,math,4.45,4.96
7521,mathematical,5.29,3.48
7522,mathematician,5.24,3.57
7523,mathematics,4.89,4.33
7524,matinee,6,3.05
7525,mating,5.76,6.35
7526,matrimony,7,5.77
7527,matrix,5.9,4.4
7528,matron,4.79,3.59
7529,matter,5.82,4.05
7530,mattress,5.74,3.45
7531,mature,5.95,3.48
7532,maturity,6.53,3.55
7533,maudlin,4.75,3.58
7534,mausoleum,4.5,3.87
7535,mauve,5.1,2.88
7536,maverick,6.63,4.55
7537,maxim,5.74,4.1
7538,maximize,6.2,4.74
7539,maximum,4.7,5.05
7540,may,5.55,3.19
7541,mayday,4.42,4.27
7542,mayflower,5.29,2.91
7543,mayhem,3.59,5.95
7544,mayonnaise,5.65,3.9
7545,mayor,4.59,4.15
7546,maze,5.84,4.83
7547,meadow,7.3,2.62
7548,meager,3.35,4.63
7549,meal,7.05,4.85
7550,mean,2.43,4.81
7551,meanie,3.17,4.85
7552,meaning,6.45,4.05
7553,meaningful,6.79,3.78
7554,meaningless,2.95,3.05
7555,meanness,3.09,5.19
7556,meantime,4.44,3.9
7557,measles,2.57,4.5
7558,measure,5.14,4.36
7559,measurement,5.11,3.09
7560,measuring cup,5.75,3.62
7561,measuring tape,5.43,2.15
7562,meat,6.62,4.3
7563,meatball,6.68,4.79
7564,meathead,3.38,4.22
7565,meatloaf,5.16,4.46
7566,mechanic,5.45,4.45
7567,mechanical,5.67,5.4
7568,mechanics,6,3.91
7569,mechanism,4.9,3.64
7570,med,5,3.52
7571,medal,5.2,5.3
7572,medallion,5.85,3.25
7573,meddle,3.86,4.35
7574,medial,4.65,3.55
7575,median,4.5,3.23
7576,mediation,5.5,2.85
7577,medic,5.2,3.55
7578,medical,5.22,4.05
7579,medicate,4.15,4.14
7580,medication,3.65,4.56
7581,medicinal,5.45,5.87
7582,medicine,5.9,4
7583,medieval,5.6,4.4
7584,mediocre,4.43,3
7585,mediocrity,3.71,3.55
7586,meditate,6.47,2.85
7587,meditation,7.21,2.5
7588,medium,4.85,3
7589,medley,6.6,4.48
7590,meek,4.92,3.14
7591,meet,6.09,3.71
7592,meeting,4.55,3.71
7593,mega,5.6,5.11
7594,melancholy,3.74,4.13
7595,mellow,6.68,2.81
7596,melodrama,4.25,4.83
7597,melodramatic,4.21,5.79
7598,melody,6.65,4.86
7599,melon,6.32,3.68
7600,melt,5.95,3
7601,meltdown,3.05,4.81
7602,member,5.95,3.47
7603,membership,5.61,4.45
7604,membrane,4.95,3.23
7605,memento,6.8,4.04
7606,memo,4.7,2.39
7607,memorabilia,6.55,3.77
7608,memorable,6.54,4.83
7609,memorandum,4.5,3.96
7610,memorial,5.72,3.25
7611,memories,7,4.19
7612,memorize,5.7,3.9
7613,memory,6.58,4.08
7614,menace,3.13,4.89
7615,menacing,3.14,4.76
7616,mend,6.53,3.76
7617,menial,3.8,3.85
7618,meningitis,2.55,5.41
7619,menopause,1.89,3.55
7620,menstrual,2.79,4.3
7621,mental,4.58,3.68
7622,mentality,4.76,4.62
7623,menthol,4.9,2.9
7624,mention,5.39,2.65
7625,mentor,7.05,3.5
7626,menu,6.3,4.17
7627,meow,6.14,3.42
7628,mercenary,3.89,5.14
7629,merchandise,5.21,3.78
7630,merchant,5.21,3.68
7631,merciful,7,4.22
7632,merciless,3.05,5.05
7633,mercury,5.67,4.8
7634,mercy,6.4,3.67
7635,mere,4.68,3.71
7636,merengue,6.47,3.45
7637,merge,4.95,3.5
7638,merger,4.09,4.22
7639,meringue,6.57,4.04
7640,merit,6.94,3.16
7641,mermaid,7.05,5.58
7642,merry,7.2,4.57
7643,mescaline,5,4.65
7644,mesh,5.25,3.11
7645,mess,3.5,4.7
7646,message,6.18,3.81
7647,messenger,5.65,4.57
7648,messiah,6.67,3.75
7649,messy,3,4.61
7650,metabolic,5.11,4.67
7651,metabolism,5.4,4.17
7652,metal,5.05,3.48
7653,metallic,5.26,4.32
7654,metamorphosis,5.25,4.27
7655,metaphor,6.11,4.14
7656,metaphysical,5.48,4
7657,meteor,5.1,5.62
7658,meteorite,7.25,6.37
7659,meter,5.53,3.25
7660,meth,2.55,4.43
7661,methadone,3.05,3.76
7662,methane,3.48,3.73
7663,method,5.2,4.17
7664,methodical,5.11,3.76
7665,methodology,4.84,3.41
7666,meticulous,5.14,4.8
7667,metric,4.95,3.67
7668,metropolis,4.95,4.95
7669,metropolitan,5.84,4.91
7670,mew,6.05,4.62
7671,mezzanine,5.32,3.77
7672,micro,5.5,3.48
7673,microchip,5.6,3.52
7674,microfilm,5.53,3.5
7675,microphone,5.11,4.19
7676,microscope,6.33,4
7677,microscopic,5.24,3.86
7678,microwave,5.25,4
7679,mid,5.21,2.8
7680,midair,5,5.23
7681,midday,5.37,3.63
7682,middle,5.22,2.85
7683,middleman,4.24,3.92
7684,middleweight,4.1,4.04
7685,midget,4.58,4
7686,midlife,4.71,3.09
7687,midline,4.79,3.36
7688,midnight,6.18,4.05
7689,midshipman,4.75,2.72
7690,midst,5.25,2.62
7691,midsummer,6.24,4.8
7692,midterm,4.14,4.82
7693,midtown,5.83,4.2
7694,midwife,5.65,3.14
7695,mighty,6.45,5.43
7696,mignon,5.57,3.37
7697,migraine,2.68,4.96
7698,migrate,4.57,3.33
7699,migration,4.52,3.54
7700,mil,4.85,4.05
7701,mild,5.9,2.39
7702,mildew,2.61,4.14
7703,mile,4.78,3.43
7704,mileage,5.9,2.95
7705,milestone,6.85,4.56
7706,militant,3.95,5.38
7707,military,4.9,5.8
7708,militia,4.21,4.36
7709,milk,6.74,2.33
7710,milkman,5.75,2.73
7711,milkshake,7.26,4.05
7712,milky,5,3.7
7713,mill,5.39,2.21
7714,millennium,4.85,4.59
7715,milligram,5.28,3.1
7716,millimeter,4.86,3.62
7717,million,7.55,5.38
7718,millionaire,7.32,6.14
7719,millionth,5.42,4.64
7720,millstone,4.86,3.12
7721,mime,4.58,2.81
7722,mimic,4.67,3.85
7723,mince,5.23,4.14
7724,mincemeat,4.05,3.84
7725,mind,6.7,5.05
7726,mindful,6.7,6
7727,mindless,3,3.1
7728,minefield,3.65,5.5
7729,miner,4.81,4.05
7730,mineral,6.05,2.86
7731,mingle,5.21,4.41
7732,mini,5.86,3
7733,miniature,6.11,3.95
7734,minibus,4.89,3.56
7735,minimal,4.62,3.41
7736,minimize,5.16,4.19
7737,minimum,4.8,3.27
7738,mining,4.5,4.57
7739,minion,5.33,5
7740,minister,5,3.85
7741,ministry,5.08,3.85
7742,minivan,4.4,2.95
7743,mink,5.86,3.24
7744,minor,4.81,3.26
7745,minority,4.75,3.1
7746,mint,6.55,4.9
7747,minty,7,3.19
7748,minute,5.5,3.76
7749,minx,6.63,3.95
7750,miracle,7.3,5.52
7751,miraculous,6.37,6.17
7752,mirage,4.47,3.8
7753,mire,4.2,3.94
7754,mirror,5.9,4.55
7755,misbehave,3.79,4.28
7756,miscalculation,3.21,4.71
7757,miscarriage,2.48,5.7
7758,miscellaneous,5.38,4
7759,mischief,4.78,5.77
7760,mischievous,4.48,4.88
7761,misconception,3.65,3.45
7762,misconduct,3.55,4.59
7763,misdemeanor,2.76,5.24
7764,misdirection,3.7,3.78
7765,miser,3.45,3.88
7766,miserable,2.6,5.06
7767,misery,2.2,4.82
7768,misfire,2.63,4.64
7769,misfit,4.19,5.09
7770,misfortune,2.4,4.24
7771,misguided,3.58,4.33
7772,mishap,3.5,4.61
7773,mislead,3.2,5.1
7774,misleading,3.14,4.48
7775,misplace,3.15,4.83
7776,misread,3.59,3.79
7777,miss,4.1,3.9
7778,missile,2.85,5.67
7779,mission,6.39,5.52
7780,missionary,5.33,4.24
7781,missy,5.4,3.39
7782,mist,6.47,3.05
7783,mistake,2.89,4.93
7784,mister,5.56,3.2
7785,mistletoe,7.1,4.77
7786,mistress,3.86,5.96
7787,mistrial,4.15,3.29
7788,mistrust,2,5.09
7789,misty,5.14,2.5
7790,misunderstand,4.05,5.09
7791,misunderstanding,2.86,4.52
7792,misuse,3.25,4.48
7793,mite,3.9,4.68
7794,miter,4.53,3.05
7795,mitigate,5.38,3.9
7796,mitigating,4.47,3.85
7797,mitt,5.48,2.75
7798,mitten,5.6,2.33
7799,mitzvah,4.47,4.22
7800,mix,5.71,2.86
7801,mixer,4.9,4.17
7802,mixture,5.9,3.52
7803,mnemonic,5.1,3.45
7804,moan,4.05,5.52
7805,moat,5.19,4.17
7806,mob,3.7,4.86
7807,mobile,5.81,3.76
7808,mobility,5.53,4.7
7809,mobilize,5.95,4.56
7810,mobster,3.05,5.14
7811,mocha,6.53,3.36
7812,mock,3.81,4.95
7813,mockery,2.95,4.48
7814,mockingbird,6.37,4.62
7815,mod,5.57,3.65
7816,mode,5.25,3.43
7817,model,6.38,3.9
7818,modeling,5.67,3.92
7819,modem,5.29,3.55
7820,moderate,5.52,4
7821,moderation,5.3,3.67
7822,modern,6.05,5.4
7823,modest,6.42,2.93
7824,modesty,6.19,4.41
7825,modicum,4.95,3.33
7826,modification,5.05,4.1
7827,modify,5.1,3.78
7828,module,4.9,4.33
7829,mogul,5.42,3.48
7830,moist,5.53,4.2
7831,moisture,5.5,4.39
7832,moisturizer,6.35,2.95
7833,molar,4.73,3.54
7834,molasses,5.9,3.09
7835,mold,2.71,3.77
7836,moldy,1.95,4.35
7837,mole,4.23,3.81
7838,molecular,5.5,3.52
7839,molecule,5.37,3.7
7840,molest,1.89,6.43
7841,molester,1.48,5
7842,molten,4.75,4.26
7843,mom,7.64,4.62
7844,moment,6.1,4.05
7845,momentary,4.95,3.73
7846,momentous,6.35,4.9
7847,momentum,6.1,4.14
7848,momma,7.45,3.45
7849,mommy,7.39,3.7
7850,monarch,4.33,3.41
7851,monarchy,3.29,3.7
7852,monastery,4.75,2.5
7853,monetary,6.32,4.46
7854,money,7.1,6.86
7855,mongoloid,4.23,4.28
7856,mongoose,4.95,3.55
7857,mongrel,3.47,4.5
7858,monitor,5.05,3.86
7859,monk,4.9,2.61
7860,monkey,5.82,5.15
7861,mono,3.85,3
7862,monogamous,7.05,4.4
7863,monogamy,6.43,3.48
7864,monogrammed,4.79,2.82
7865,monolith,5.24,3.57
7866,monologue,5.43,3.05
7867,monopoly,5.29,4.83
7868,monotonous,3.05,2.68
7869,monoxide,3,4.55
7870,monsieur,5.5,3.3
7871,monsoon,2.85,4.5
7872,monster,2.55,5.55
7873,monstrosity,3.84,5.83
7874,monstrous,3.43,5.9
7875,montage,5.48,4.85
7876,month,5.78,3.64
7877,monthly,5.32,3.5
7878,monument,6.24,2.82
7879,monumental,5.74,5.24
7880,moo,5.48,3.95
7881,mooch,3.71,5.8
7882,mood,5.29,4.5
7883,moody,3.71,5
7884,moon,7,3.43
7885,moonbeam,7.17,4.52
7886,moonlight,7.05,3.61
7887,moonlit,7.24,3.96
7888,moonshine,5.5,4.67
7889,moonwalk,6.18,5.15
7890,moor,4.95,3.95
7891,moose,6.71,4.85
7892,moot,4.62,3.71
7893,mop,4.53,3.14
7894,mope,3.27,3.26
7895,moped,5,3.62
7896,moral,6.85,3.73
7897,morale,5.95,4.1
7898,morality,6.48,4.76
7899,moray,4.74,4.45
7900,morbid,2.73,5.29
7901,mores,5.17,2.6
7902,morgue,1.79,3.48
7903,morn,3.62,3
7904,morning,6.41,3.95
7905,moron,4.3,4.5
7906,moronic,3.25,3.81
7907,morph,5.5,5.19
7908,morphine,4.58,5.14
7909,morsel,5.3,3.41
7910,mortal,4.39,3.55
7911,mortality,5.15,6.9
7912,mortar,4.14,4.37
7913,mortgage,3.45,4.43
7914,mortician,3.56,3.33
7915,mortuary,2.21,3.59
7916,mosaic,6.33,3.7
7917,mosey,5.85,4.5
7918,mosque,4.11,3
7919,mosquito,3.12,5.17
7920,motel,5.3,3.55
7921,moth,4.47,2.55
7922,mother,7.53,4.73
7923,motherfucker,1.61,7.33
7924,motherfucking,3.95,5.92
7925,motherhood,6.8,5.52
7926,motherland,5.8,4.22
7927,motherless,1.9,4.52
7928,motherly,7.67,3.74
7929,motif,5.27,4.24
7930,motion,5.8,4.71
7931,motivate,6.05,5.09
7932,motivation,6.24,4.73
7933,motivational,6.76,6.37
7934,motive,5.32,4.86
7935,motley,4.89,2.95
7936,motor,5.64,5.42
7937,motorbike,5.95,5.68
7938,motorboat,6.2,4.22
7939,motorcade,4.64,4.67
7940,motorcar,5.7,3.95
7941,motorcycle,5.8,5.8
7942,motorist,5.47,4.24
7943,motto,5.95,3.86
7944,mould,3.57,3.35
7945,mound,5.43,3.63
7946,mount,5.38,4.09
7947,mountain,6.65,4.12
7948,Mountain Dew,5.47,5.05
7949,mountaintop,6.5,4.28
7950,mourn,2.4,4.95
7951,mournful,3.32,2.78
7952,mourning,1.71,3.9
7953,mouse,4.8,3.38
7954,mousetrap,4.82,4.05
7955,mousse,6,3.19
7956,moustache,5.35,3.23
7957,mousy,3.74,3.1
7958,mouth,5.59,4.14
7959,mouthful,4.88,3.8
7960,mouthpiece,4.65,3.62
7961,mouthwash,5.7,2.67
7962,move,4.95,4.24
7963,movement,6.58,4
7964,mover,4.55,3.82
7965,movie,7.24,4.39
7966,mow,4.94,4.17
7967,mower,4.76,2.79
7968,moxie,6.1,3.78
7969,mozzarella,7.19,4.54
7970,muck,3.14,3.55
7971,mucous,2.95,3.83
7972,mucus,2.84,4.17
7973,mud,5.06,3.19
7974,muddle,4.47,3.05
7975,muddy,4.14,4.2
7976,muff,5.63,3.59
7977,muffin,7.1,4.05
7978,muffled,4.74,3.86
7979,muffler,3.63,4.27
7980,mug,4.16,3.83
7981,mugger,1.9,5.67
7982,mulberry,5.74,2.75
7983,mulch,5.33,3.52
7984,mule,4.26,2.78
7985,mull,4.38,3.12
7986,mullet,3.86,3.81
7987,multimedia,6.53,4.8
7988,multinational,5.3,3.94
7989,multiple,5,4
7990,multiple sclerosis,2.45,5.11
7991,multiplex,5.09,4.95
7992,multiply,5.43,4.39
7993,multitude,5,4.09
7994,mum,5.43,3.35
7995,mumble,4.4,3.19
7996,mumbo,4.76,5.1
7997,mummy,4.81,3.75
7998,mumps,2.61,3.84
7999,munch,6.32,3.62
8000,munchkin,6.95,4.27
8001,mundane,3.63,2.76
8002,municipal,4.89,3.05
8003,mural,6.67,3.4
8004,murder,1.48,6.24
8005,murderer,1.92,6.83
8006,murderess,2.56,5.8
8007,murderous,2.05,7.05
8008,murky,3.4,3.45
8009,murmur,4.57,4.08
8010,muscle,6.15,4.55
8011,muscular,6.32,4.98
8012,muse,6.3,4.75
8013,museum,6.67,3.74
8014,mush,4.05,3.21
8015,mushroom,5.61,3.14
8016,mushy,4.6,3.71
8017,music,7.67,5.57
8018,musical,7.68,5.63
8019,musician,6.79,5.52
8020,musk,4.5,2.45
8021,musket,4.13,4
8022,musketeer,4.76,4.71
8023,muskrat,4.15,3.5
8024,must,5.45,4.1
8025,mustang,6.32,6.14
8026,mustard,4.74,3.39
8027,muster,4.67,3.65
8028,musty,3.37,3.5
8029,mutant,5.06,4.61
8030,mutate,4.16,5.88
8031,mutation,4.14,4.56
8032,mute,3.95,2.45
8033,muted,3.63,2.15
8034,mutilate,2,4.96
8035,mutilated,2.73,6
8036,mutilation,2.27,5.38
8037,mutiny,4.2,5.18
8038,mutt,4.84,4.14
8039,mutter,4.4,3.67
8040,mutual,6.48,3.5
8041,muzzle,3.95,4.65
8042,myriad,5.52,3.52
8043,mysterious,6.05,5.45
8044,mystery,5.29,5.04
8045,mystic,6.12,4.52
8046,mystical,6.57,5.04
8047,mysticism,6,4.29
8048,mystified,6.05,5.8
8049,mystique,6.52,5.67
8050,myth,6.11,4
8051,mythical,6.11,5.1
8052,mythology,6.1,4.27
8053,nab,3.65,4.27
8054,nacho,7.05,4.38
8055,nada,4.57,3.7
8056,nag,2.3,4.72
8057,nail,4.6,3.05
8058,nail gun,4.09,4.85
8059,naive,4.22,3.86
8060,naked,6.21,5.58
8061,nakedness,6.67,6.62
8062,name,5.62,3.04
8063,nameless,2.79,2.8
8064,nana,5.79,3.82
8065,nanny,5.86,4.05
8066,nanometer,5.15,3.59
8067,nap,6.53,4.14
8068,napalm,2.7,5.29
8069,napkin,5.63,3.09
8070,nappy,3.1,3.32
8071,narcissism,3.25,5.05
8072,narcissist,3.11,5.81
8073,narcissistic,3,5
8074,narcotic,3.52,4.38
8075,narrative,6.32,3.23
8076,narrator,6.48,2.57
8077,narrow,4.95,4.53
8078,nasal,4.26,3.38
8079,nasty,2.95,5.44
8080,nation,6,4.78
8081,national,5.62,3.45
8082,nationality,5.6,3.5
8083,nationwide,5.2,3.72
8084,native,5.85,3.05
8085,natural,6.42,3.67
8086,natural gas,4.47,3.36
8087,nature,6.88,4
8088,naughty,6.04,6.95
8089,nausea,1.68,4.59
8090,nauseating,2.73,4.33
8091,nauseous,1.95,4.18
8092,nautical,6.15,3.41
8093,nautilus,5.29,3.76
8094,naval,5.19,2.86
8095,nave,3.9,3.52
8096,navel,4.89,3.36
8097,navigate,5.05,4.18
8098,navigation,5.84,4
8099,navigational,5.1,4
8100,navigator,5.47,4.09
8101,navy,5.38,3.64
8102,nearsighted,4.5,3.83
8103,neat,6.95,4.1
8104,nebula,7,4.05
8105,necessary,5.39,3.38
8106,necessity,5.32,4.55
8107,neck,5.44,3.65
8108,necklace,6.85,3.52
8109,necktie,4.84,2.62
8110,necromancer,4.11,6.05
8111,nectar,6.8,3.95
8112,need,5.45,3.67
8113,needle,3.97,4.36
8114,needlepoint,5.55,3.2
8115,needless,4.25,2.95
8116,needy,2.9,4.68
8117,nefarious,3.79,5.72
8118,negative,2.52,5.05
8119,negativity,2.74,5.09
8120,neglect,2.16,4.72
8121,negligee,6.2,4.67
8122,negligence,2.7,4.22
8123,negligent,2.05,4.45
8124,negligible,3.81,3.89
8125,negotiable,6,4.62
8126,negotiate,5.57,5
8127,negotiation,6.05,4.76
8128,negotiator,5.1,4.45
8129,negro,3.83,5.27
8130,neighbor,5.6,3.72
8131,neighborhood,6.09,4.05
8132,neighboring,5.95,3.95
8133,nemesis,2.44,5.5
8134,neon,6.48,4.56
8135,nephew,6.75,4.33
8136,nerd,5.18,4.46
8137,nerdy,4.68,4.3
8138,nerve,4.45,5.27
8139,nervous,3.56,5.51
8140,nervousness,3.1,4.45
8141,nest,5.65,3.35
8142,net,5,3
8143,nether,4.81,4.05
8144,network,5.05,4.43
8145,networking,5.6,3.71
8146,neural,6.05,3.19
8147,neurological,3.89,4.55
8148,neurologist,5.05,3.86
8149,neurology,4.95,4.55
8150,neurosis,3.15,4.3
8151,neurosurgeon,4.67,4.85
8152,neurosurgery,4.25,5.09
8153,neurotic,3.84,4.98
8154,neuter,4.11,4.9
8155,neutral,5.5,3.45
8156,neutralize,5.19,3.36
8157,neutron,6.62,4.47
8158,new,7.68,5.14
8159,new age,5.05,4.39
8160,newborn,7.48,4.96
8161,newcomer,5.8,5.05
8162,newfound,5.89,3.45
8163,newlywed,6.9,6.32
8164,news,4.96,4.61
8165,newscast,5.43,4.74
8166,newscaster,4.89,2.95
8167,newsflash,5.26,4.64
8168,newsletter,5.19,3.63
8169,newsman,5.52,3.12
8170,newspaper,5.11,2.67
8171,newspaperman,5.63,3
8172,newsreel,5.47,4.86
8173,newsroom,4.83,4.11
8174,newsstand,5.79,3.22
8175,newt,4.65,3.64
8176,nexus,5.57,3.96
8177,nibble,6.3,3.96
8178,nice,6.95,3.53
8179,niche,5.75,3.43
8180,nickel,5.62,4.22
8181,nickname,6.14,4.38
8182,nicotine,3.05,4.04
8183,niece,6.52,3.95
8184,nifty,6.3,4.59
8185,nigger,1.67,6.81
8186,night,6.68,3.57
8187,nightcap,5.22,4
8188,nightclub,5.32,5.08
8189,nightfall,6.63,4
8190,nightgown,5.85,3.35
8191,nightie,7.11,4.57
8192,nightlife,5.95,6.36
8193,nightly,5.38,3.61
8194,nightmare,1.79,5.83
8195,nightstand,5.62,4.04
8196,nightstick,3.79,4.81
8197,nighttime,6.18,3.91
8198,Nike,5.86,4.71
8199,nimble,6.25,4.5
8200,nimrod,4.21,3.67
8201,nincompoop,5,3.21
8202,nine,5.1,3.83
8203,nineteen,5.63,3.86
8204,ninety,4.65,3.28
8205,ninja,5.14,5.61
8206,ninny,4.33,5.42
8207,nintendo,6.8,6.37
8208,nip,5.25,4.39
8209,nipper,5.43,4.42
8210,nipple,5.73,5.88
8211,nippy,4.79,5.45
8212,nitrate,5,4
8213,nitro,5,4.55
8214,nitrogen,4.6,5.2
8215,nitrous,5.1,5.25
8216,nitwit,3.75,3.96
8217,nix,4,3.89
8218,nobility,5.83,4.57
8219,noble,7.16,4.14
8220,nobleman,6.86,4
8221,nocturnal,5.29,3.48
8222,nod,5.05,2.92
8223,node,4.84,3.5
8224,noggin,5.63,4.29
8225,noir,5.37,3.59
8226,noise,3.36,5.75
8227,noisy,3.21,5.15
8228,nomad,4.71,3.17
8229,nominal,5.1,3.55
8230,nominate,5.86,3.48
8231,nomination,5.63,4.04
8232,nominee,5.5,4.4
8233,nonchalant,4.58,3.64
8234,nonexistent,3.89,3.81
8235,nonfat,5.74,3.57
8236,nonfiction,5.95,3.85
8237,nonsense,4,4.52
8238,nonviolent,6.84,3.95
8239,noodle,6.48,3.09
8240,nook,6.33,2.8
8241,noon,5.38,2.87
8242,noose,2.43,5.38
8243,norm,5.56,3.06
8244,normal,6.17,2.29
8245,normalcy,4.84,3.15
8246,north,5.72,2.15
8247,northbound,5.45,4.8
8248,northeast,5.5,3.65
8249,northern,5.65,3.17
8250,northwest,5.81,2.71
8251,northwestern,5.39,3.05
8252,nose,5.5,3.1
8253,nosebleed,3.16,5.27
8254,nostalgia,6.65,4.38
8255,nostalgic,6.68,4.37
8256,nostril,3.58,3.43
8257,nosy,3.1,4.65
8258,notable,5.95,3.45
8259,notary,5.43,3.23
8260,notch,5.32,2.95
8261,note,5.78,3.33
8262,notebook,6.05,3.58
8263,nothingness,2.79,3.25
8264,notice,5.94,3.38
8265,noticeable,5.86,4.25
8266,notification,5.24,4.5
8267,notify,4.9,3.13
8268,notion,5.86,4.25
8269,notoriety,5.68,5.23
8270,notorious,4.19,4.68
8271,noun,5.22,2.37
8272,nourish,7.5,3.85
8273,nourishment,7.44,3.1
8274,nouveau,5.9,3.1
8275,novel,5.74,3.41
8276,novelist,6.1,3.95
8277,novelty,5.82,5.04
8278,novice,5.1,4
8279,nuance,5.47,4.55
8280,nuclear,4.3,7.3
8281,nucleus,5.59,3.65
8282,nude,6.1,5.86
8283,nudge,5.67,4.33
8284,nudie,4.5,6
8285,nudist,6,6.05
8286,nudity,6.48,6.15
8287,nugget,6.29,3.32
8288,nuisance,3,4.7
8289,nuke,3.67,5
8290,null,4.32,3.05
8291,numb,3.79,2.5
8292,number,5.59,3.5
8293,numbskull,3.65,4
8294,numerical,5,2.76
8295,numerous,5.35,3.39
8296,nun,5.79,2.43
8297,nunchucks,5.7,4.7
8298,nunnery,4.25,2.78
8299,nuptials,5.63,4.55
8300,nurse,5.41,4.64
8301,nursemaid,5.38,3.83
8302,nursery,6.1,4.29
8303,nursing,6.39,3.57
8304,nurture,7.14,4.12
8305,nut,5.44,4.24
8306,nutcase,2.81,3.76
8307,nutcracker,5.45,4.84
8308,nuthouse,3.4,4.33
8309,nutmeg,5.76,3.24
8310,nutrition,6.86,4.48
8311,nutritional,6.83,3.4
8312,nutritious,7.09,4.38
8313,nutshell,5.05,3.95
8314,nutty,5.35,4.72
8315,nylon,4.9,3.61
8316,nylong,4.95,4.24
8317,nylons,5.52,3.14
8318,nymph,5.42,5.32
8319,nymphomaniac,4.95,5.17
8320,O'Doul's,4.5,2.71
8321,oaf,3.5,2.95
8322,oak,6.47,2.64
8323,oar,5.15,2.72
8324,oasis,8,4.95
8325,oat,5.67,2.82
8326,oath,6.4,4
8327,oatmeal,5.47,3.1
8328,obedience,4.63,3.29
8329,obedient,6.05,2.82
8330,obese,2.32,3.95
8331,obesity,2.81,4.63
8332,obey,5.13,4.1
8333,obituary,3.1,5.04
8334,object,5.52,4.08
8335,objection,3.83,4.48
8336,objective,5.55,4.38
8337,objectivity,5.63,4.09
8338,obligation,4.68,5.76
8339,obligatory,3.94,3.6
8340,oblige,5.19,3.74
8341,oblique,4.57,3.18
8342,oblivion,3.95,4.38
8343,oblivious,4.5,3.5
8344,obnoxious,2.76,5.95
8345,obscene,3.1,5.24
8346,obscenity,3.41,6.11
8347,obscure,5.15,3.1
8348,obscurity,4.64,3.28
8349,observant,6.37,4.05
8350,observation,5.61,3.23
8351,observatory,5.36,4.61
8352,observe,5.3,4.25
8353,observer,5,4.5
8354,obsess,3.23,4.95
8355,obsessed,4.86,4.46
8356,obsession,4.38,5.64
8357,obsessive,3.35,6.14
8358,obsolete,3.53,3.27
8359,obstacle,4.38,4.6
8360,obstinate,3.81,4.43
8361,obstruct,3.61,4.29
8362,obstruction,3.75,3.68
8363,obtain,5.11,3.67
8364,obvious,5.33,3.65
8365,occasion,6.45,4.79
8366,occasional,5.5,2.45
8367,occipital,4.45,4.14
8368,occult,3.5,4.63
8369,occupant,5.19,3.17
8370,occupation,4.77,4.33
8371,occupational,6.18,4.32
8372,occupy,4.86,4.27
8373,occur,6.26,3.57
8374,occurrence,4.94,4.1
8375,ocean,7.39,3.5
8376,oceanic,7.45,4.26
8377,octopus,6,5.1
8378,ocular,4.86,4
8379,odd,4.56,4.26
8380,oddball,6.17,3.55
8381,odds,5.32,4.39
8382,ode,5.75,2.81
8383,odor,3,5.05
8384,odyssey,5.7,4.83
8385,oedipal,3.95,3.5
8386,offence,3.4,4.29
8387,offend,3.29,4.81
8388,offender,3.25,4.52
8389,offense,4.05,4.67
8390,offensive,3.8,4.95
8391,offer,5.67,3.5
8392,office,4.54,3.05
8393,officer,4.91,4.38
8394,official,5.75,4.04
8395,offset,4.79,4.05
8396,offshore,4.95,3.5
8397,offspring,5.89,4.65
8398,ogre,3.57,5.19
8399,oil,3.91,4.25
8400,oily,4.14,4.53
8401,oink,5.21,3.73
8402,ointment,4.81,2.86
8403,okra,5.55,3.27
8404,old,3.19,4.48
8405,olden,5.25,3.17
8406,oldie,5.41,3.78
8407,oldies,5.53,4.18
8408,olive,6.05,3.92
8409,omega,5.5,4.65
8410,omelet,6.25,3.89
8411,omen,3.77,4.52
8412,ominous,3.95,5.57
8413,omission,4.71,2.82
8414,onboard,5.1,3.95
8415,oncologist,3.45,3.71
8416,oncology,3.32,5.8
8417,oncoming,4.68,4.06
8418,one,6.09,2.67
8419,oneness,6.4,3.19
8420,ongoing,4.79,4.24
8421,onion,5.37,4.95
8422,onset,4.35,4.39
8423,onstage,5.48,4.48
8424,oodles,5.74,5.09
8425,oomph,5.52,4.27
8426,ooze,3.57,5
8427,op,5.21,3.24
8428,opal,6,3.14
8429,open,6.14,4.43
8430,opener,6,3
8431,opening,5.95,4.6
8432,openness,6.52,4.37
8433,opera,5.68,3.84
8434,operate,5.37,4.62
8435,operation,2.94,5.71
8436,operational,5.6,4.32
8437,operative,5.9,4.36
8438,operator,4.85,2.67
